province,month,demand_ton,local_supply_ton,import_received_ton,transfer_in_ton,transfer_out_ton,inventory_ton,shortage_ton,safe_stock
Sulawesi Tengah,Mei,21.9,7.8,23.6,0.0,0.0,49.6,0.0,1
Sulawesi Tengah,Jun,19.3,4.5,16.1,0.0,0.0,50.9,0.0,1
Sulawesi Tengah,Jul,3.2,0.5,1.5,0.0,0.0,49.7,0.0,1
Sulawesi Tengah,Agu,3.8,1.2,2.6,0.0,0.0,49.7,0.0,1
Sulawesi Tengah,Sep,3.8,0.9,4.4,0.0,0.0,51.1,0.0,1
Sulawesi Tengah,Okt,32.1,9.4,22.0,0.0,0.0,50.4,0.0,1
Sulawesi Tengah,Nov,6.8,2.2,3.9,0.0,0.0,49.7,0.0,1
Sulawesi Tengah,Des,14.8,6.9,7.8,0.0,0.0,49.6,0.0,1
Sulawesi Selatan,Jan,9.7,4.9,16.1,0.0,0.0,11.3,0.0,0
Sulawesi Selatan,Feb,25.1,12.6,25.0,0.0,0.0,23.6,0.0,1
Sulawesi Selatan,Mar,7.7,3.8,10.0,0.0,0.0,29.8,0.0,1
Sulawesi Selatan,Apr,30.0,12.6,36.0,0.0,0.0,48.3,0.0,1
Sulawesi Selatan,Mei,12.4,3.1,9.3,0.0,0.0,48.3,0.0,1
Sulawesi Selatan,Jun,8.4,2.0,7.0,0.0,0.0,48.8,0.0,1
Sulawesi Selatan,Jul,3.5,0.8,2.2,0.0,0.0,48.4,0.0,1
Sulawesi Selatan,Agu,6.5,2.1,4.4,0.0,0.0,48.4,0.0,1
Sulawesi Selatan,Sep,5.2,1.2,6.0,0.0,0.0,50.3,0.0,1
Sulawesi Selatan,Okt,13.9,3.6,8.5,0.0,0.0,48.6,0.0,1
Sulawesi Selatan,Nov,9.1,3.2,5.7,0.0,0.0,48.4,0.0,1
Sulawesi Selatan,Des,13.2,6.2,6.9,0.0,0.0,48.2,0.0,1
Sulawesi Tenggara,Jan,932.9,230.3,1546.1,0.0,0.0,843.5,0.0,0
Sulawesi Tenggara,Feb,868.8,322.4,862.3,0.0,0.0,1159.4,0.0,1
Sulawesi Tenggara,Mar,928.1,464.1,1205.5,0.0,0.0,1900.8,0.0,1
Sulawesi Tenggara,Apr,897.7,448.9,1285.4,0.0,0.0,2737.3,0.0,1
Sulawesi Tenggara,Mei,927.7,457.7,1391.5,0.0,0.0,3658.9,0.0,1
Sulawesi Tenggara,Jun,897.7,208.5,747.7,0.0,0.0,3717.4,0.0,1
Sulawesi Tenggara,Jul,927.6,237.6,666.3,0.0,0.0,3693.6,0.0,1
Sulawesi Tenggara,Agu,929.1,290.8,621.4,0.0,0.0,3676.6,0.0,1
Sulawesi Tenggara,Sep,898.4,204.7,1031.7,0.0,0.0,4014.6,0.0,1
Sulawesi Tenggara,Okt,932.3,176.8,414.1,0.0,0.0,3673.2,0.0,1
Sulawesi Tenggara,Nov,899.3,323.6,574.1,0.0,0.0,3671.5,0.0,1
Sulawesi Tenggara,Des,931.2,429.9,487.3,0.0,0.0,3657.5,0.0,1
Gorontalo,Jan,387.7,32.3,642.6,0.0,0.0,287.2,0.0,0
Gorontalo,Feb,362.7,45.2,360.0,0.0,0.0,329.6,0.0,0
Gorontalo,Mar,387.8,116.2,503.7,0.0,0.0,561.7,0.0,1
Gorontalo,Apr,375.2,187.6,537.2,0.0,0.0,911.3,0.0,1
Gorontalo,Mei,387.7,193.9,589.3,0.0,0.0,1306.8,0.0,1
Gorontalo,Jun,375.3,121.7,551.6,0.0,0.0,1604.9,0.0,1
Gorontalo,Jul,387.7,54.4,305.5,0.0,0.0,1577.2,0.0,1
Gorontalo,Agu,387.7,115.2,264.1,0.0,0.0,1568.7,0.0,1
Gorontalo,Sep,375.2,85.5,430.7,0.0,0.0,1709.7,0.0,1
Gorontalo,Okt,429.5,54.3,235.0,0.0,0.0,1569.6,0.0,1
Gorontalo,Nov,397.9,61.4,335.8,0.0,0.0,1568.9,0.0,1
Gorontalo,Des,426.7,64.6,239.2,0.0,0.0,1445.9,0.0,1
Sulawesi Barat,Jan,1363.8,10.7,1586.3,0.0,0.0,233.1,0.0,0
Sulawesi Barat,Feb,1232.0,14.9,1222.7,0.0,0.0,238.7,0.0,0
Sulawesi Barat,Mar,1363.8,38.3,1771.4,0.0,0.0,684.7,0.0,0
Sulawesi Barat,Apr,1319.9,76.7,1888.7,0.0,0.0,1330.2,0.0,0
Sulawesi Barat,Mei,1363.8,83.1,1417.6,0.0,0.0,1467.0,0.0,0
Sulawesi Barat,Jun,1319.9,49.0,2124.8,0.0,0.0,2321.0,0.0,1
Sulawesi Barat,Jul,1363.8,32.0,1543.9,0.0,0.0,2533.1,0.0,1
Sulawesi Barat,Agu,1363.4,59.6,1456.4,0.0,0.0,2685.7,0.0,1
Sulawesi Barat,Sep,1319.5,66.0,2231.0,0.0,0.0,3663.3,0.0,1
Sulawesi Barat,Okt,1362.8,38.3,1596.0,0.0,0.0,3934.7,0.0,1
Sulawesi Barat,Nov,1318.9,21.3,1170.1,0.0,0.0,3807.2,0.0,1
Sulawesi Barat,Des,1362.8,21.3,764.1,0.0,0.0,3229.8,0.0,1
Maluku,Jan,1.9,0.0,3.2,0.0,0.0,1.3,0.0,0
Maluku,Feb,1.8,0.0,1.8,0.0,0.0,1.3,0.0,0
Maluku,Mar,1.9,0.0,2.5,0.0,0.0,1.8,0.0,0
Maluku,Apr,1.9,0.0,2.7,0.0,0.0,2.7,0.0,1
Maluku,Mei,1.9,0.0,2.9,0.0,0.0,3.7,0.0,1
Maluku,Jun,1.9,0.0,3.4,0.0,0.0,5.2,0.0,1
Maluku,Jul,1.9,0.0,2.7,0.0,0.0,5.9,0.0,1
Maluku,Agu,1.9,0.0,2.1,0.0,0.0,6.1,0.0,1
Maluku,Sep,1.9,0.0,4.7,0.0,0.0,8.9,0.0,1
Maluku,Okt,1.9,0.0,0.7,0.0,0.0,7.7,0.0,1
Maluku,Nov,1.9,0.0,1.7,0.0,0.0,7.5,0.0,1
Maluku,Des,1.9,0.0,1.1,0.0,0.0,6.6,0.0,1
Maluku Utara,Jan,274.0,2.2,318.7,0.0,0.0,46.8,0.0,0
Maluku Utara,Feb,256.3,3.0,254.4,0.0,0.0,47.9,0.0,0
Maluku Utara,Mar,274.0,7.8,355.9,0.0,0.0,137.6,0.0,0
Maluku Utara,Apr,265.1,15.5,379.6,0.0,0.0,267.6,0.0,0
Maluku Utara,Mei,274.0,16.8,284.8,0.0,0.0,295.2,0.0,0
Maluku Utara,Jun,265.1,9.9,426.8,0.0,0.0,466.9,0.0,1
Maluku Utara,Jul,274.0,6.5,310.2,0.0,0.0,509.5,0.0,1
Maluku Utara,Agu,274.0,12.1,292.7,0.0,0.0,540.3,0.0,1
Maluku Utara,Sep,265.1,13.4,448.3,0.0,0.0,736.8,0.0,1
Maluku Utara,Okt,274.0,7.8,320.9,0.0,0.0,791.5,0.0,1
Maluku Utara,Nov,265.1,4.3,235.2,0.0,0.0,765.9,0.0,1
Maluku Utara,Des,274.0,4.3,153.6,0.0,0.0,649.8,0.0,1
Papua Barat,Jan,5.1,0.0,8.5,0.0,0.0,3.4,0.0,0
Papua Barat,Feb,4.9,0.0,4.9,0.0,0.0,3.3,0.0,0
Papua Barat,Mar,5.0,0.0,6.4,0.0,0.0,4.8,0.0,0
Papua Barat,Apr,5.0,0.0,7.1,0.0,0.0,6.9,0.0,1
Papua Barat,Mei,5.0,0.0,7.5,0.0,0.0,9.5,0.0,1
Papua Barat,Jun,4.9,0.0,8.8,0.0,0.0,13.4,0.0,1
Papua Barat,Jul,5.0,0.0,6.9,0.0,0.0,15.4,0.0,1
Papua Barat,Agu,5.0,0.0,5.3,0.0,0.0,15.8,0.0,1
Papua Barat,Sep,4.9,0.0,12.4,0.0,0.0,23.3,0.0,1
Papua Barat,Okt,5.0,0.0,1.6,0.0,0.0,19.9,0.0,1
Papua Barat,Nov,4.9,0.0,4.4,0.0,0.0,19.3,0.0,1
Papua Barat,Des,5.0,0.0,2.8,0.0,0.0,17.2,0.0,1
Papua Barat Daya,Jan,2.0,0.0,3.4,0.0,0.0,1.3,0.0,0
Papua Barat Daya,Feb,2.0,0.0,2.0,0.0,0.0,1.3,0.0,0
Papua Barat Daya,Mar,2.0,0.0,2.6,0.0,0.0,1.9,0.0,0
Papua Barat Daya,Apr,2.0,0.0,2.9,0.0,0.0,2.8,0.0,1
Papua Barat Daya,Mei,2.0,0.0,3.0,0.0,0.0,3.8,0.0,1
Papua Barat Daya,Jun,2.0,0.0,3.5,0.0,0.0,5.4,0.0,1
Papua Barat Daya,Jul,2.0,0.0,2.8,0.0,0.0,6.2,0.0,1
Papua Barat Daya,Agu,2.0,0.0,2.1,0.0,0.0,6.3,0.0,1
Papua Barat Daya,Sep,2.0,0.0,5.0,0.0,0.0,9.3,0.0,1
Papua Barat Daya,Okt,2.0,0.0,0.6,0.0,0.0,8.0,0.0,1
Papua Barat Daya,Nov,2.0,0.0,1.7,0.0,0.0,7.7,0.0,1
Papua Barat Daya,Des,2.0,0.0,1.1,0.0,0.0,6.9,0.0,1
Papua,Jan,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0
Papua,Feb,2.7,0.0,2.7,0.0,0.0,2.0,0.0,0
Papua,Mar,3.0,0.0,3.9,0.0,0.0,2.8,0.0,0
Papua,Apr,2.9,0.0,4.2,0.0,0.0,4.1,0.0,1
Papua,Mei,3.0,0.0,4.6,0.0,0.0,5.7,0.0,1
Papua,Jun,2.9,0.0,5.2,0.0,0.0,8.0,0.0,1
Papua,Jul,3.0,0.0,4.2,0.0,0.0,9.2,0.0,1
Papua,Agu,3.0,0.0,3.2,0.0,0.0,9.4,0.0,1
Papua,Sep,2.9,0.0,7.3,0.0,0.0,13.8,0.0,1
Papua,Okt,3.0,0.0,1.0,0.0,0.0,11.8,0.0,1
Papua,Nov,2.9,0.0,2.6,0.0,0.0,11.5,0.0,1
Papua,Des,3.0,0.0,1.7,0.0,0.0,10.2,0.0,1
Papua Selatan,Jan,0.6,0.0,1.0,0.0,0.0,0.4,0.0,0
Papua Selatan,Feb,0.5,0.0,0.5,0.0,0.0,0.4,0.0,0
Papua Selatan,Mar,0.6,0.0,0.8,0.0,0.0,0.6,0.0,0
Papua Selatan,Apr,0.6,0.0,0.8,0.0,0.0,0.8,0.0,1
Papua Selatan,Mei,0.6,0.0,0.9,0.0,0.0,1.1,0.0,1
Papua Selatan,Jun,0.6,0.0,0.8,0.0,0.0,1.4,0.0,1
Papua Selatan,Jul,0.6,0.0,0.8,0.0,0.0,1.6,0.0,1
Papua Selatan,Agu,0.6,0.0,0.6,0.0,0.0,1.6,0.0,1
Papua Selatan,Sep,0.6,0.0,1.0,0.0,0.0,2.0,0.0,1
Papua Selatan,Okt,0.6,0.0,0.7,0.0,0.0,2.1,0.0,1
Papua Selatan,Nov,0.6,0.0,0.5,0.0,0.0,2.1,0.0,1
Papua Selatan,Des,0.6,0.0,0.0,0.0,0.0,1.5,0.0,1
Papua Tengah,Jan,0.6,0.0,1.0,0.0,0.0,0.4,0.0,0
Papua Tengah,Feb,0.5,0.0,0.5,0.0,0.0,0.4,0.0,0
Papua Tengah,Mar,0.6,0.0,0.8,0.0,0.0,0.6,0.0,0
Papua Tengah,Apr,0.6,0.0,0.8,0.0,0.0,0.8,0.0,1
Papua Tengah,Mei,0.6,0.0,0.9,0.0,0.0,1.1,0.0,1
Papua Tengah,Jun,0.6,0.0,1.0,0.0,0.0,1.6,0.0,1
Papua Tengah,Jul,0.6,0.0,0.8,0.0,0.0,1.8,0.0,1
Papua Tengah,Agu,0.6,0.0,0.6,0.0,0.0,1.9,0.0,1
Papua Tengah,Sep,0.6,0.0,1.5,0.0,0.0,2.8,0.0,1
Papua Tengah,Okt,0.6,0.0,0.2,0.0,0.0,2.4,0.0,1
Papua Tengah,Nov,0.6,0.0,0.5,0.0,0.0,2.3,0.0,1
Papua Tengah,Des,0.6,0.0,0.0,0.0,0.0,1.7,0.0,1
Papua Pegunungan,Jan,10.6,0.0,17.5,0.0,0.0,6.9,0.0,0
Papua Pegunungan,Feb,10.3,0.0,10.2,0.0,0.0,6.9,0.0,0
Papua Pegunungan,Mar,10.7,0.0,13.9,0.0,0.0,10.1,0.0,0
Papua Pegunungan,Apr,11.4,0.0,16.4,0.0,0.0,15.0,0.0,1
Papua Pegunungan,Mei,11.7,0.0,17.7,0.0,0.0,21.1,0.0,1
Papua Pegunungan,Jun,11.2,0.0,15.5,0.0,0.0,25.3,0.0,1
Papua Pegunungan,Jul,11.5,0.0,16.1,0.0,0.0,29.9,0.0,1
Papua Pegunungan,Agu,11.5,0.0,12.3,0.0,0.0,30.7,0.0,1
Papua Pegunungan,Sep,11.2,0.0,19.0,0.0,0.0,38.5,0.0,1
Papua Pegunungan,Okt,11.3,0.0,13.2,0.0,0.0,40.4,0.0,1
Papua Pegunungan,Nov,10.9,0.0,9.7,0.0,0.0,39.2,0.0,1
Papua Pegunungan,Des,4.1,0.0,2.3,0.0,0.0,37.4,0.0,1
